state	number_transitions
tree STATE_54660000	13
tree STATE_54670000	13
tree STATE_54680000	13
tree STATE_54690000	13
tree STATE_54700000	13
tree STATE_54710000	13
tree STATE_54720000	13
tree STATE_54730000	13
tree STATE_54740000	13
tree STATE_54750000	13
tree STATE_54760000	12
tree STATE_54770000	13
tree STATE_54780000	12
tree STATE_54790000	13
tree STATE_54800000	13
tree STATE_54810000	13
tree STATE_54820000	13
tree STATE_54830000	13
tree STATE_54840000	13
tree STATE_54850000	13
tree STATE_54860000	13
tree STATE_54870000	13
tree STATE_54880000	13
tree STATE_54890000	13
tree STATE_54900000	14
tree STATE_54910000	14
tree STATE_54920000	14
tree STATE_54930000	15
tree STATE_54940000	15
tree STATE_54950000	14
tree STATE_54960000	15
tree STATE_54970000	14
tree STATE_54980000	12
tree STATE_54990000	13
tree STATE_55000000	13
tree STATE_55010000	14
tree STATE_55020000	13
tree STATE_55030000	13
tree STATE_55040000	14
tree STATE_55050000	13
tree STATE_55060000	13
tree STATE_55070000	13
tree STATE_55080000	13
tree STATE_55090000	13
tree STATE_55100000	13
tree STATE_55110000	15
tree STATE_55120000	14
tree STATE_55130000	13
tree STATE_55140000	13
tree STATE_55150000	14
tree STATE_55160000	14
tree STATE_55170000	13
tree STATE_55180000	13
tree STATE_55190000	13
tree STATE_55200000	13
tree STATE_55210000	13
tree STATE_55220000	15
tree STATE_55230000	14
tree STATE_55240000	13
tree STATE_55250000	15
tree STATE_55260000	12
tree STATE_55270000	13
tree STATE_55280000	13
tree STATE_55290000	12
tree STATE_55300000	13
tree STATE_55310000	13
tree STATE_55320000	13
tree STATE_55330000	13
tree STATE_55340000	13
tree STATE_55350000	13
tree STATE_55360000	13
tree STATE_55370000	13
tree STATE_55380000	13
tree STATE_55390000	13
tree STATE_55400000	13
tree STATE_55410000	13
tree STATE_55420000	15
tree STATE_55430000	13
tree STATE_55440000	13
tree STATE_55450000	13
tree STATE_55460000	13
tree STATE_55470000	13
tree STATE_55480000	14
tree STATE_55490000	14
tree STATE_55500000	13
tree STATE_55510000	13
tree STATE_55520000	15
tree STATE_55530000	14
tree STATE_55540000	15
tree STATE_55550000	13
tree STATE_55560000	13
tree STATE_55570000	13
tree STATE_55580000	13
tree STATE_55590000	13
tree STATE_55600000	13
tree STATE_55610000	11
tree STATE_55620000	14
tree STATE_55630000	13
tree STATE_55640000	11
tree STATE_55650000	12
tree STATE_55660000	12
tree STATE_55670000	13
tree STATE_55680000	14
tree STATE_55690000	14
tree STATE_55700000	12
tree STATE_55710000	12
tree STATE_55720000	14
tree STATE_55730000	12
tree STATE_55740000	11
tree STATE_55750000	14
tree STATE_55760000	14
tree STATE_55770000	15
tree STATE_55780000	13
tree STATE_55790000	12
tree STATE_55800000	15
tree STATE_55810000	13
tree STATE_55820000	14
tree STATE_55830000	13
tree STATE_55840000	14
tree STATE_55850000	15
tree STATE_55860000	15
tree STATE_55870000	14
tree STATE_55880000	14
tree STATE_55890000	14
tree STATE_55900000	14
tree STATE_55910000	15
tree STATE_55920000	15
tree STATE_55930000	13
tree STATE_55940000	13
tree STATE_55950000	13
tree STATE_55960000	14
tree STATE_55970000	18
tree STATE_55980000	13
tree STATE_55990000	14
tree STATE_56000000	14
tree STATE_56010000	14
tree STATE_56020000	14
tree STATE_56030000	13
tree STATE_56040000	13
tree STATE_56050000	15
tree STATE_56060000	13
tree STATE_56070000	13
tree STATE_56080000	13
tree STATE_56090000	13
tree STATE_56100000	12
tree STATE_56110000	13
tree STATE_56120000	13
tree STATE_56130000	13
tree STATE_56140000	13
tree STATE_56150000	13
tree STATE_56160000	13
tree STATE_56170000	13
tree STATE_56180000	13
tree STATE_56190000	14
tree STATE_56200000	13
tree STATE_56210000	13
tree STATE_56220000	13
tree STATE_56230000	12
tree STATE_56240000	12
tree STATE_56250000	12
tree STATE_56260000	12
tree STATE_56270000	13
tree STATE_56280000	13
tree STATE_56290000	13
tree STATE_56300000	13
tree STATE_56310000	13
tree STATE_56320000	13
tree STATE_56330000	13
tree STATE_56340000	13
tree STATE_56350000	12
tree STATE_56360000	13
tree STATE_56370000	13
tree STATE_56380000	14
tree STATE_56390000	13
tree STATE_56400000	13
tree STATE_56410000	14
tree STATE_56420000	13
tree STATE_56430000	13
tree STATE_56440000	13
tree STATE_56450000	14
tree STATE_56460000	13
tree STATE_56470000	13
tree STATE_56480000	13
tree STATE_56490000	13
tree STATE_56500000	13
tree STATE_56510000	13
tree STATE_56520000	13
tree STATE_56530000	14
tree STATE_56540000	14
tree STATE_56550000	13
tree STATE_56560000	14
tree STATE_56570000	13
tree STATE_56580000	13
tree STATE_56590000	13
tree STATE_56600000	13
tree STATE_56610000	13
tree STATE_56620000	13
tree STATE_56630000	13
tree STATE_56640000	12
tree STATE_56650000	13
tree STATE_56660000	13
tree STATE_56670000	13
tree STATE_56680000	11
tree STATE_56690000	14
tree STATE_56700000	13
tree STATE_56710000	13
tree STATE_56720000	13
tree STATE_56730000	13
tree STATE_56740000	13
tree STATE_56750000	13
tree STATE_56760000	13
tree STATE_56770000	13
tree STATE_56780000	14
tree STATE_56790000	13
tree STATE_56800000	13
tree STATE_56810000	13
tree STATE_56820000	13
tree STATE_56830000	12
tree STATE_56840000	13
tree STATE_56850000	13
tree STATE_56860000	13
tree STATE_56870000	13
tree STATE_56880000	12
tree STATE_56890000	13
tree STATE_56900000	13
tree STATE_56910000	13
tree STATE_56920000	14
tree STATE_56930000	13
tree STATE_56940000	13
tree STATE_56950000	14
tree STATE_56960000	13
tree STATE_56970000	14
tree STATE_56980000	12
tree STATE_56990000	15
tree STATE_57000000	14
tree STATE_57010000	13
tree STATE_57020000	13
tree STATE_57030000	13
tree STATE_57040000	13
tree STATE_57050000	13
tree STATE_57060000	13
tree STATE_57070000	12
tree STATE_57080000	10
tree STATE_57090000	12
tree STATE_57100000	13
tree STATE_57110000	12
tree STATE_57120000	12
tree STATE_57130000	14
tree STATE_57140000	14
tree STATE_57150000	16
tree STATE_57160000	13
tree STATE_57170000	13
tree STATE_57180000	13
tree STATE_57190000	12
tree STATE_57200000	13
tree STATE_57210000	12
tree STATE_57220000	14
tree STATE_57230000	14
tree STATE_57240000	12
tree STATE_57250000	12
tree STATE_57260000	11
tree STATE_57270000	12
tree STATE_57280000	12
tree STATE_57290000	11
tree STATE_57300000	13
tree STATE_57310000	13
tree STATE_57320000	12
tree STATE_57330000	12
tree STATE_57340000	13
tree STATE_57350000	13
tree STATE_57360000	13
tree STATE_57370000	13
tree STATE_57380000	14
tree STATE_57390000	12
tree STATE_57400000	14
tree STATE_57410000	12
tree STATE_57420000	13
tree STATE_57430000	15
tree STATE_57440000	13
tree STATE_57450000	16
tree STATE_57460000	14
tree STATE_57470000	14
tree STATE_57480000	12
tree STATE_57490000	15
tree STATE_57500000	13
tree STATE_57510000	15
tree STATE_57520000	15
tree STATE_57530000	15
tree STATE_57540000	14
tree STATE_57550000	13
tree STATE_57560000	13
tree STATE_57570000	13
tree STATE_57580000	13
tree STATE_57590000	15
tree STATE_57600000	14
tree STATE_57610000	14
tree STATE_57620000	14
tree STATE_57630000	13
tree STATE_57640000	15
tree STATE_57650000	14
tree STATE_57660000	16
tree STATE_57670000	12
tree STATE_57680000	14
tree STATE_57690000	13
tree STATE_57700000	14
tree STATE_57710000	13
tree STATE_57720000	12
tree STATE_57730000	13
tree STATE_57740000	13
tree STATE_57750000	13
tree STATE_57760000	13
tree STATE_57770000	13
tree STATE_57780000	13
tree STATE_57790000	13
tree STATE_57800000	12
tree STATE_57810000	14
tree STATE_57820000	15
tree STATE_57830000	13
tree STATE_57840000	13
tree STATE_57850000	13
tree STATE_57860000	13
tree STATE_57870000	13
tree STATE_57880000	14
tree STATE_57890000	13
tree STATE_57900000	13
tree STATE_57910000	13
tree STATE_57920000	13
tree STATE_57930000	12
tree STATE_57940000	13
tree STATE_57950000	14
tree STATE_57960000	14
tree STATE_57970000	14
tree STATE_57980000	14
tree STATE_57990000	13
tree STATE_58000000	13
tree STATE_58010000	13
tree STATE_58020000	14
tree STATE_58030000	13
tree STATE_58040000	13
tree STATE_58050000	12
tree STATE_58060000	13
tree STATE_58070000	13
tree STATE_58080000	14
tree STATE_58090000	13
tree STATE_58100000	14
tree STATE_58110000	15
tree STATE_58120000	13
tree STATE_58130000	14
tree STATE_58140000	14
tree STATE_58150000	17
tree STATE_58160000	14
tree STATE_58170000	16
tree STATE_58180000	12
tree STATE_58190000	13
tree STATE_58200000	12
tree STATE_58210000	12
tree STATE_58220000	13
tree STATE_58230000	13
tree STATE_58240000	13
tree STATE_58250000	13
tree STATE_58260000	13
tree STATE_58270000	14
tree STATE_58280000	12
tree STATE_58290000	14
tree STATE_58300000	13
tree STATE_58310000	14
tree STATE_58320000	17
tree STATE_58330000	15
tree STATE_58340000	12
tree STATE_58350000	12
tree STATE_58360000	12
tree STATE_58370000	11
tree STATE_58380000	12
tree STATE_58390000	12
tree STATE_58400000	13
tree STATE_58410000	11
tree STATE_58420000	13
tree STATE_58430000	12
tree STATE_58440000	12
tree STATE_58450000	12
tree STATE_58460000	12
tree STATE_58470000	13
tree STATE_58480000	14
tree STATE_58490000	12
tree STATE_58500000	13
tree STATE_58510000	11
tree STATE_58520000	14
tree STATE_58530000	14
tree STATE_58540000	13
tree STATE_58550000	14
tree STATE_58560000	13
tree STATE_58570000	13
tree STATE_58580000	14
tree STATE_58590000	12
tree STATE_58600000	15
tree STATE_58610000	14
tree STATE_58620000	14
tree STATE_58630000	14
tree STATE_58640000	14
tree STATE_58650000	13
tree STATE_58660000	14
tree STATE_58670000	15
tree STATE_58680000	13
tree STATE_58690000	14
tree STATE_58700000	13
tree STATE_58710000	13
tree STATE_58720000	15
tree STATE_58730000	13
tree STATE_58740000	13
tree STATE_58750000	13
tree STATE_58760000	13
tree STATE_58770000	15
tree STATE_58780000	13
tree STATE_58790000	13
tree STATE_58800000	12
tree STATE_58810000	12
tree STATE_58820000	13
tree STATE_58830000	13
tree STATE_58840000	14
tree STATE_58850000	13
tree STATE_58860000	13
tree STATE_58870000	13
tree STATE_58880000	13
tree STATE_58890000	13
tree STATE_58900000	13
tree STATE_58910000	14
tree STATE_58920000	14
tree STATE_58930000	14
tree STATE_58940000	13
tree STATE_58950000	12
tree STATE_58960000	13
tree STATE_58970000	13
tree STATE_58980000	14
tree STATE_58990000	13
tree STATE_59000000	14
tree STATE_59010000	15
tree STATE_59020000	14
tree STATE_59030000	15
tree STATE_59040000	13
tree STATE_59050000	17
tree STATE_59060000	14
tree STATE_59070000	15
tree STATE_59080000	15
tree STATE_59090000	14
tree STATE_59100000	14
tree STATE_59110000	14
tree STATE_59120000	14
tree STATE_59130000	14
tree STATE_59140000	15
tree STATE_59150000	14
tree STATE_59160000	14
tree STATE_59170000	14
tree STATE_59180000	14
tree STATE_59190000	13
tree STATE_59200000	13
tree STATE_59210000	12
tree STATE_59220000	13
tree STATE_59230000	13
tree STATE_59240000	13
tree STATE_59250000	13
tree STATE_59260000	12
tree STATE_59270000	13
tree STATE_59280000	13
tree STATE_59290000	13
tree STATE_59300000	13
tree STATE_59310000	15
tree STATE_59320000	13
tree STATE_59330000	13
tree STATE_59340000	13
tree STATE_59350000	13
tree STATE_59360000	12
tree STATE_59370000	11
tree STATE_59380000	12
tree STATE_59390000	12
tree STATE_59400000	13
tree STATE_59410000	12
tree STATE_59420000	13
tree STATE_59430000	13
tree STATE_59440000	13
tree STATE_59450000	13
tree STATE_59460000	13
tree STATE_59470000	13
tree STATE_59480000	13
tree STATE_59490000	13
tree STATE_59500000	14
tree STATE_59510000	13
tree STATE_59520000	13
tree STATE_59530000	13
tree STATE_59540000	13
tree STATE_59550000	13
tree STATE_59560000	14
tree STATE_59570000	13
tree STATE_59580000	14
tree STATE_59590000	13
tree STATE_59600000	13
tree STATE_59610000	13
tree STATE_59620000	13
tree STATE_59630000	13
tree STATE_59640000	14
tree STATE_59650000	13
tree STATE_59660000	13
tree STATE_59670000	14
tree STATE_59680000	13
tree STATE_59690000	13
tree STATE_59700000	13
tree STATE_59710000	12
tree STATE_59720000	12
tree STATE_59730000	13
tree STATE_59740000	15
tree STATE_59750000	14
tree STATE_59760000	12
tree STATE_59770000	13
tree STATE_59780000	14
tree STATE_59790000	14
tree STATE_59800000	14
tree STATE_59810000	13
tree STATE_59820000	13
tree STATE_59830000	13
tree STATE_59840000	13
tree STATE_59850000	13
tree STATE_59860000	14
tree STATE_59870000	14
tree STATE_59880000	14
tree STATE_59890000	14
tree STATE_59900000	15
tree STATE_59910000	15
tree STATE_59920000	16
tree STATE_59930000	16
tree STATE_59940000	16
tree STATE_59950000	17
tree STATE_59960000	15
tree STATE_59970000	14
tree STATE_59980000	14
tree STATE_59990000	14
tree STATE_60000000	13
tree STATE_60010000	12
tree STATE_60020000	13
tree STATE_60030000	13
tree STATE_60040000	13
tree STATE_60050000	13
tree STATE_60060000	11
tree STATE_60070000	13
tree STATE_60080000	13
tree STATE_60090000	15
tree STATE_60100000	14
tree STATE_60110000	14
tree STATE_60120000	12
tree STATE_60130000	14
tree STATE_60140000	14
tree STATE_60150000	14
tree STATE_60160000	13
tree STATE_60170000	11
tree STATE_60180000	13
tree STATE_60190000	12
tree STATE_60200000	12
tree STATE_60210000	14
tree STATE_60220000	11
tree STATE_60230000	13
tree STATE_60240000	12
tree STATE_60250000	13
tree STATE_60260000	15
tree STATE_60270000	13
tree STATE_60280000	13
tree STATE_60290000	13
tree STATE_60300000	14
tree STATE_60310000	14
tree STATE_60320000	14
tree STATE_60330000	12
tree STATE_60340000	11
tree STATE_60350000	12
tree STATE_60360000	15
tree STATE_60370000	14
tree STATE_60380000	14
tree STATE_60390000	14
tree STATE_60400000	13
tree STATE_60410000	13
tree STATE_60420000	13
tree STATE_60430000	13
tree STATE_60440000	15
tree STATE_60450000	14
tree STATE_60460000	13
tree STATE_60470000	14
tree STATE_60480000	13
tree STATE_60490000	13
tree STATE_60500000	13
tree STATE_60510000	14
tree STATE_60520000	14
tree STATE_60530000	13
tree STATE_60540000	13
tree STATE_60550000	13
tree STATE_60560000	11
tree STATE_60570000	10
tree STATE_60580000	12
tree STATE_60590000	13
tree STATE_60600000	13
tree STATE_60610000	14
tree STATE_60620000	14
tree STATE_60630000	15
tree STATE_60640000	13
tree STATE_60650000	13
tree STATE_60660000	13
tree STATE_60670000	13
tree STATE_60680000	14
tree STATE_60690000	14
tree STATE_60700000	13
tree STATE_60710000	11
tree STATE_60720000	12
tree STATE_60730000	16
tree STATE_60740000	13
tree STATE_60750000	13
tree STATE_60760000	13
tree STATE_60770000	13
tree STATE_60780000	13
tree STATE_60790000	13
tree STATE_60800000	13
tree STATE_60810000	13
tree STATE_60820000	13
tree STATE_60830000	14
tree STATE_60840000	13
tree STATE_60850000	14
tree STATE_60860000	14
tree STATE_60870000	14
tree STATE_60880000	14
tree STATE_60890000	14
tree STATE_60900000	13
tree STATE_60910000	13
tree STATE_60920000	13
tree STATE_60930000	13
tree STATE_60940000	14
tree STATE_60950000	13
tree STATE_60960000	12
tree STATE_60970000	12
tree STATE_60980000	14
tree STATE_60990000	14
tree STATE_61000000	13
tree STATE_61010000	13
tree STATE_61020000	14
tree STATE_61030000	14
tree STATE_61040000	14
tree STATE_61050000	14
tree STATE_61060000	14
tree STATE_61070000	14
tree STATE_61080000	13
tree STATE_61090000	13
tree STATE_61100000	13
tree STATE_61110000	13
tree STATE_61120000	13
tree STATE_61130000	13
tree STATE_61140000	14
tree STATE_61150000	14
tree STATE_61160000	14
tree STATE_61170000	13
tree STATE_61180000	14
tree STATE_61190000	14
tree STATE_61200000	14
tree STATE_61210000	13
tree STATE_61220000	12
tree STATE_61230000	12
tree STATE_61240000	12
tree STATE_61250000	12
tree STATE_61260000	12
tree STATE_61270000	12
tree STATE_61280000	12
tree STATE_61290000	12
tree STATE_61300000	11
tree STATE_61310000	12
tree STATE_61320000	12
tree STATE_61330000	13
tree STATE_61340000	12
tree STATE_61350000	12
tree STATE_61360000	12
tree STATE_61370000	13
tree STATE_61380000	13
tree STATE_61390000	14
tree STATE_61400000	14
tree STATE_61410000	13
tree STATE_61420000	13
tree STATE_61430000	13
tree STATE_61440000	13
tree STATE_61450000	14
tree STATE_61460000	13
tree STATE_61470000	13
tree STATE_61480000	15
tree STATE_61490000	16
tree STATE_61500000	13
tree STATE_61510000	12
tree STATE_61520000	13
tree STATE_61530000	13
tree STATE_61540000	14
tree STATE_61550000	13
tree STATE_61560000	13
tree STATE_61570000	13
tree STATE_61580000	14
tree STATE_61590000	14
tree STATE_61600000	14
tree STATE_61610000	14
tree STATE_61620000	14
tree STATE_61630000	15
tree STATE_61640000	14
tree STATE_61650000	15
tree STATE_61660000	15
tree STATE_61670000	15
tree STATE_61680000	16
tree STATE_61690000	16
tree STATE_61700000	16
tree STATE_61710000	15
tree STATE_61720000	17
tree STATE_61730000	15
tree STATE_61740000	14
tree STATE_61750000	14
tree STATE_61760000	14
tree STATE_61770000	13
tree STATE_61780000	13
tree STATE_61790000	13
tree STATE_61800000	13
tree STATE_61810000	13
tree STATE_61820000	13
tree STATE_61830000	14
tree STATE_61840000	14
tree STATE_61850000	13
tree STATE_61860000	13
tree STATE_61870000	13
tree STATE_61880000	14
tree STATE_61890000	12
tree STATE_61900000	12
tree STATE_61910000	14
tree STATE_61920000	13
tree STATE_61930000	13
tree STATE_61940000	13
tree STATE_61950000	12
tree STATE_61960000	13
tree STATE_61970000	14
tree STATE_61980000	13
tree STATE_61990000	13
tree STATE_62000000	13
tree STATE_62010000	13
tree STATE_62020000	13
tree STATE_62030000	13
tree STATE_62040000	13
tree STATE_62050000	14
tree STATE_62060000	13
tree STATE_62070000	12
tree STATE_62080000	14
tree STATE_62090000	13
tree STATE_62100000	14
tree STATE_62110000	15
tree STATE_62120000	13
tree STATE_62130000	13
tree STATE_62140000	13
tree STATE_62150000	13
tree STATE_62160000	13
tree STATE_62170000	15
tree STATE_62180000	13
tree STATE_62190000	12
tree STATE_62200000	13
tree STATE_62210000	14
tree STATE_62220000	13
tree STATE_62230000	13
tree STATE_62240000	13
tree STATE_62250000	12
tree STATE_62260000	14
tree STATE_62270000	14
tree STATE_62280000	14
tree STATE_62290000	12
tree STATE_62300000	12
tree STATE_62310000	14
tree STATE_62320000	12
tree STATE_62330000	13
tree STATE_62340000	12
tree STATE_62350000	13
tree STATE_62360000	13
tree STATE_62370000	14
tree STATE_62380000	14
tree STATE_62390000	12
tree STATE_62400000	13
tree STATE_62410000	13
tree STATE_62420000	12
tree STATE_62430000	13
tree STATE_62440000	13
tree STATE_62450000	12
tree STATE_62460000	13
tree STATE_62470000	14
tree STATE_62480000	14
tree STATE_62490000	14
tree STATE_62500000	11
tree STATE_62510000	12
tree STATE_62520000	12
tree STATE_62530000	13
tree STATE_62540000	13
tree STATE_62550000	12
tree STATE_62560000	14
tree STATE_62570000	13
tree STATE_62580000	13
tree STATE_62590000	13
tree STATE_62600000	12
tree STATE_62610000	13
tree STATE_62620000	13
tree STATE_62630000	14
tree STATE_62640000	13
tree STATE_62650000	13
tree STATE_62660000	13
tree STATE_62670000	13
tree STATE_62680000	13
tree STATE_62690000	13
tree STATE_62700000	12
tree STATE_62710000	13
tree STATE_62720000	13
tree STATE_62730000	12
tree STATE_62740000	13
tree STATE_62750000	13
tree STATE_62760000	13
tree STATE_62770000	13
tree STATE_62780000	12
tree STATE_62790000	13
tree STATE_62800000	13
tree STATE_62810000	12
tree STATE_62820000	14
tree STATE_62830000	13
tree STATE_62840000	14
tree STATE_62850000	13
tree STATE_62860000	13
tree STATE_62870000	13
tree STATE_62880000	13
tree STATE_62890000	14
tree STATE_62900000	13
tree STATE_62910000	13
tree STATE_62920000	14
tree STATE_62930000	11
tree STATE_62940000	14
tree STATE_62950000	15
tree STATE_62960000	15
tree STATE_62970000	15
tree STATE_62980000	12
tree STATE_62990000	11
tree STATE_63000000	10
tree STATE_63010000	15
tree STATE_63020000	14
tree STATE_63030000	13
tree STATE_63040000	13
tree STATE_63050000	12
tree STATE_63060000	13
tree STATE_63070000	12
tree STATE_63080000	14
tree STATE_63090000	15
tree STATE_63100000	15
tree STATE_63110000	15
tree STATE_63120000	14
tree STATE_63130000	14
tree STATE_63140000	15
tree STATE_63150000	14
tree STATE_63160000	14
tree STATE_63170000	14
tree STATE_63180000	14
tree STATE_63190000	13
tree STATE_63200000	13
tree STATE_63210000	14
tree STATE_63220000	14
tree STATE_63230000	14
tree STATE_63240000	15
tree STATE_63250000	14
tree STATE_63260000	16
tree STATE_63270000	15
tree STATE_63280000	14
tree STATE_63290000	14
tree STATE_63300000	14
tree STATE_63310000	15
tree STATE_63320000	14
tree STATE_63330000	13
tree STATE_63340000	14
tree STATE_63350000	15
tree STATE_63360000	14
tree STATE_63370000	14
tree STATE_63380000	13
tree STATE_63390000	14
tree STATE_63400000	15
tree STATE_63410000	14
tree STATE_63420000	14
tree STATE_63430000	14
tree STATE_63440000	14
tree STATE_63450000	14
tree STATE_63460000	13
tree STATE_63470000	12
tree STATE_63480000	13
tree STATE_63490000	13
tree STATE_63500000	13
tree STATE_63510000	12
tree STATE_63520000	13
tree STATE_63530000	14
tree STATE_63540000	13
tree STATE_63550000	13
tree STATE_63560000	14
tree STATE_63570000	14
tree STATE_63580000	13
tree STATE_63590000	13
tree STATE_63600000	13
tree STATE_63610000	13
tree STATE_63620000	14
tree STATE_63630000	13
tree STATE_63640000	13
tree STATE_63650000	12
tree STATE_63660000	13
tree STATE_63670000	13
tree STATE_63680000	12
tree STATE_63690000	13
tree STATE_63700000	13
tree STATE_63710000	13
tree STATE_63720000	13
tree STATE_63730000	12
tree STATE_63740000	14
tree STATE_63750000	12
tree STATE_63760000	10
tree STATE_63770000	12
tree STATE_63780000	13
tree STATE_63790000	12
tree STATE_63800000	11
tree STATE_63810000	11
tree STATE_63820000	12
tree STATE_63830000	14
tree STATE_63840000	15
tree STATE_63850000	13
tree STATE_63860000	12
tree STATE_63870000	12
tree STATE_63880000	13
tree STATE_63890000	13
tree STATE_63900000	12
tree STATE_63910000	12
tree STATE_63920000	13
tree STATE_63930000	12
tree STATE_63940000	14
tree STATE_63950000	13
tree STATE_63960000	14
tree STATE_63970000	14
tree STATE_63980000	14
tree STATE_63990000	14
tree STATE_64000000	14
tree STATE_64010000	14
tree STATE_64020000	14
tree STATE_64030000	14
tree STATE_64040000	14
tree STATE_64050000	16
tree STATE_64060000	13
tree STATE_64070000	15
tree STATE_64080000	17
tree STATE_64090000	15
tree STATE_64100000	14
tree STATE_64110000	14
tree STATE_64120000	15
tree STATE_64130000	16
tree STATE_64140000	14
tree STATE_64150000	15
tree STATE_64160000	14
tree STATE_64170000	15
tree STATE_64180000	15
tree STATE_64190000	15
tree STATE_64200000	14
tree STATE_64210000	15
tree STATE_64220000	15
tree STATE_64230000	14
tree STATE_64240000	13
tree STATE_64250000	13
tree STATE_64260000	13
tree STATE_64270000	13
tree STATE_64280000	15
tree STATE_64290000	15
tree STATE_64300000	14
tree STATE_64310000	13
tree STATE_64320000	14
tree STATE_64330000	12
tree STATE_64340000	13
tree STATE_64350000	14
tree STATE_64360000	13
tree STATE_64370000	13
tree STATE_64380000	13
tree STATE_64390000	13
tree STATE_64400000	13
tree STATE_64410000	15
tree STATE_64420000	13
tree STATE_64430000	13
tree STATE_64440000	13
tree STATE_64450000	14
tree STATE_64460000	14
tree STATE_64470000	14
tree STATE_64480000	14
tree STATE_64490000	13
tree STATE_64500000	13
tree STATE_64510000	13
tree STATE_64520000	11
tree STATE_64530000	12
tree STATE_64540000	11
tree STATE_64550000	13
tree STATE_64560000	12
tree STATE_64570000	14
tree STATE_64580000	13
tree STATE_64590000	13
tree STATE_64600000	13
tree STATE_64610000	13
tree STATE_64620000	10
tree STATE_64630000	11
tree STATE_64640000	12
tree STATE_64650000	12
tree STATE_64660000	12
tree STATE_64670000	12
tree STATE_64680000	12
tree STATE_64690000	12
tree STATE_64700000	12
tree STATE_64710000	13
tree STATE_64720000	13
tree STATE_64730000	12
tree STATE_64740000	12
tree STATE_64750000	13
tree STATE_64760000	13
tree STATE_64770000	12
tree STATE_64780000	14
tree STATE_64790000	13
tree STATE_64800000	13
tree STATE_64810000	13
tree STATE_64820000	12
tree STATE_64830000	13
tree STATE_64840000	13
tree STATE_64850000	13
tree STATE_64860000	14
tree STATE_64870000	14
tree STATE_64880000	13
tree STATE_64890000	13
tree STATE_64900000	12
tree STATE_64910000	13
tree STATE_64920000	13
tree STATE_64930000	13
tree STATE_64940000	13
tree STATE_64950000	13
tree STATE_64960000	13
tree STATE_64970000	13
tree STATE_64980000	13
tree STATE_64990000	13
tree STATE_65000000	13
tree STATE_65010000	13
tree STATE_65020000	13
tree STATE_65030000	14
tree STATE_65040000	13
tree STATE_65050000	14
tree STATE_65060000	13
tree STATE_65070000	12
tree STATE_65080000	13
tree STATE_65090000	12
tree STATE_65100000	13
tree STATE_65110000	13
tree STATE_65120000	13
tree STATE_65130000	13
tree STATE_65140000	13
tree STATE_65150000	13
tree STATE_65160000	13
tree STATE_65170000	13
tree STATE_65180000	13
tree STATE_65190000	13
tree STATE_65200000	13
tree STATE_65210000	12
tree STATE_65220000	13
tree STATE_65230000	13
tree STATE_65240000	13
tree STATE_65250000	13
tree STATE_65260000	13
tree STATE_65270000	12
tree STATE_65280000	11
tree STATE_65290000	12
tree STATE_65300000	12
tree STATE_65310000	12
tree STATE_65320000	13
tree STATE_65330000	13
tree STATE_65340000	13
tree STATE_65350000	13
tree STATE_65360000	12
tree STATE_65370000	13
tree STATE_65380000	14
tree STATE_65390000	13
tree STATE_65400000	13
tree STATE_65410000	13
tree STATE_65420000	13
tree STATE_65430000	13
tree STATE_65440000	14
tree STATE_65450000	13
tree STATE_65460000	14
tree STATE_65470000	14
tree STATE_65480000	14
tree STATE_65490000	13
tree STATE_65500000	13
tree STATE_65510000	13
tree STATE_65520000	13
tree STATE_65530000	13
tree STATE_65540000	14
tree STATE_65550000	13
tree STATE_65560000	14
tree STATE_65570000	13
tree STATE_65580000	13
tree STATE_65590000	13
tree STATE_65600000	13
tree STATE_65610000	13
tree STATE_65620000	16
tree STATE_65630000	13
tree STATE_65640000	13
tree STATE_65650000	13
tree STATE_65660000	12
tree STATE_65670000	12
tree STATE_65680000	12
tree STATE_65690000	13
tree STATE_65700000	13
tree STATE_65710000	11
tree STATE_65720000	14
tree STATE_65730000	14
tree STATE_65740000	13
tree STATE_65750000	13
tree STATE_65760000	13
tree STATE_65770000	13
tree STATE_65780000	13
tree STATE_65790000	13
tree STATE_65800000	13
tree STATE_65810000	14
tree STATE_65820000	13
tree STATE_65830000	13
tree STATE_65840000	13
tree STATE_65850000	14
tree STATE_65860000	15
tree STATE_65870000	15
tree STATE_65880000	14
tree STATE_65890000	14
tree STATE_65900000	14
tree STATE_65910000	13
tree STATE_65920000	13
tree STATE_65930000	13
tree STATE_65940000	13
tree STATE_65950000	14
tree STATE_65960000	15
tree STATE_65970000	13
tree STATE_65980000	14
tree STATE_65990000	15
tree STATE_66000000	14
tree STATE_66010000	15
tree STATE_66020000	14
tree STATE_66030000	14
tree STATE_66040000	14
tree STATE_66050000	13
tree STATE_66060000	12
tree STATE_66070000	13
tree STATE_66080000	11
tree STATE_66090000	11
tree STATE_66100000	14
tree STATE_66110000	14
tree STATE_66120000	14
tree STATE_66130000	13
tree STATE_66140000	14
tree STATE_66150000	10
tree STATE_66160000	13
tree STATE_66170000	13
tree STATE_66180000	13
tree STATE_66190000	13
tree STATE_66200000	15
tree STATE_66210000	13
tree STATE_66220000	12
tree STATE_66230000	13
tree STATE_66240000	12
tree STATE_66250000	13
tree STATE_66260000	13
tree STATE_66270000	13
tree STATE_66280000	13
tree STATE_66290000	13
tree STATE_66300000	14
tree STATE_66310000	11
